"Sample name","Sample accession","Lane name","Lane accession"
2796STDY5612252,ERS358035,11791_7#67,ERR439729
2796STDY5612297,ERS358079,11791_7#68,ERR439730
2796STDY5612323,ERS358105,11791_7#69,ERR439731
2796STDY5612442,ERS358223,11791_7#70,ERR439732
2796STDY5611822,ERS357622,11893_8#71,ERR460494
2796STDY5680894,ERS379216,12045_3#57,ERR485890
2796STDY5680895,ERS379217,12045_3#58,ERR485891
2796STDY5680896,ERS379218,12045_3#59,ERR485892
2796STDY5680897,ERS379219,12045_3#60,ERR485893
2796STDY5680898,ERS379220,12045_3#61,ERR485894
2796STDY5680899,ERS379221,12045_3#62,ERR485895
2796STDY5680900,ERS379222,12045_3#63,ERR485896
2796STDY5680901,ERS379223,12045_3#64,ERR485897
2796STDY5680902,ERS379224,12045_3#65,ERR485898
2796STDY5680903,ERS379225,12045_3#66,ERR485899
2796STDY5680904,ERS379226,12045_3#67,ERR485900
