"Sample name","Sample accession","Lane name","Lane accession"
2796STDY5612258,ERS358040,11679_5#74,ERR435269
2796STDY5612265,ERS358047,11679_5#75,ERR435270
2796STDY5612288,ERS358070,11679_5#76,ERR435271
2796STDY5612305,ERS358087,11679_5#77,ERR435272
2796STDY5612337,ERS358119,11679_5#78,ERR435273
2796STDY5612343,ERS358125,11679_5#79,ERR435274
2796STDY5612358,ERS358139,11679_5#80,ERR435275
2796STDY5612362,ERS358143,11679_5#81,ERR435276
2796STDY5612368,ERS358149,11679_5#82,ERR435277
2796STDY5612374,ERS358155,11679_5#83,ERR435278
2796STDY5612411,ERS358192,11679_5#84,ERR435279
2796STDY5612412,ERS358193,11679_5#85,ERR435280
2796STDY5612417,ERS358198,11679_5#86,ERR435281
2796STDY5612422,ERS358203,11679_5#87,ERR435282
2796STDY5612428,ERS358209,11679_5#88,ERR435283
2796STDY5612446,ERS358226,11679_5#89,ERR435284
2796STDY5612447,ERS358227,11679_5#90,ERR435285
2796STDY5612452,ERS358232,11679_5#91,ERR435286
2796STDY5612454,ERS358234,11679_5#92,ERR435287
2796STDY5612459,ERS358239,11679_5#93,ERR435288
2796STDY5612461,ERS358241,11679_5#94,ERR435289
2796STDY5612468,ERS358248,11679_5#95,ERR435290
2796STDY5612483,ERS358263,11679_5#96,ERR435291
2796STDY5611072,ERS356901,11679_6#1,ERR435292
2796STDY5611115,ERS356943,11679_6#2,ERR435293
2796STDY5611116,ERS356944,11679_6#3,ERR435294
2796STDY5611124,ERS356951,11679_6#4,ERR435295
2796STDY5611128,ERS356955,11679_6#5,ERR435296
2796STDY5611176,ERS357003,11679_6#7,ERR435298
2796STDY5611178,ERS357005,11679_6#8,ERR435299
2796STDY5611179,ERS357006,11679_6#9,ERR435300
2796STDY5611185,ERS357012,11679_6#10,ERR435301
2796STDY5611187,ERS357014,11679_6#11,ERR435302
2796STDY5611206,ERS357032,11679_6#12,ERR435303
2796STDY5611233,ERS357059,11679_6#13,ERR435304
2796STDY5611298,ERS357114,11679_6#14,ERR435305
2796STDY5611306,ERS357122,11679_6#15,ERR435306
2796STDY5611342,ERS357158,11679_6#18,ERR435309
2796STDY5611347,ERS357163,11679_6#19,ERR435310
2796STDY5611362,ERS357178,11679_6#20,ERR435311
2796STDY5611367,ERS357183,11679_6#21,ERR435312
2796STDY5611468,ERS357278,11679_6#22,ERR435313
2796STDY5611477,ERS357287,11679_6#23,ERR435314
2796STDY5611493,ERS357302,11679_6#24,ERR435315
2796STDY5611494,ERS357303,11679_6#25,ERR435316
2796STDY5611500,ERS357309,11679_6#26,ERR435317
2796STDY5611526,ERS357335,11679_6#27,ERR435318
2796STDY5611534,ERS357343,11679_6#28,ERR435319
2796STDY5611539,ERS357348,11679_6#29,ERR435320
2796STDY5611549,ERS357358,11679_6#30,ERR435321
2796STDY5611550,ERS357359,11679_6#31,ERR435322
2796STDY5611557,ERS357366,11679_6#32,ERR435323
2796STDY5611559,ERS357368,11679_6#33,ERR435324
2796STDY5611565,ERS357374,11679_6#34,ERR435325
2796STDY5611574,ERS357382,11679_6#35,ERR435326
2796STDY5611617,ERS357420,11679_6#36,ERR435327
2796STDY5611631,ERS357434,11679_6#37,ERR435328
2796STDY5611674,ERS357476,11679_6#38,ERR435329
2796STDY5611774,ERS357574,11679_6#39,ERR435330
2796STDY5611782,ERS357582,11679_6#40,ERR435331
2796STDY5611793,ERS357593,11679_6#41,ERR435332
2796STDY5611797,ERS357597,11679_6#42,ERR435333
2796STDY5611808,ERS357608,11679_6#43,ERR435334
2796STDY5611815,ERS357615,11679_6#44,ERR435335
2796STDY5611826,ERS357626,11679_6#45,ERR435336
2796STDY5611828,ERS357628,11679_6#46,ERR435337
2796STDY5611830,ERS357630,11679_6#47,ERR435338
2796STDY5611843,ERS357643,11679_6#48,ERR435339
2796STDY5611873,ERS357670,11679_6#49,ERR435340
2796STDY5611901,ERS357698,11679_6#50,ERR435341
2796STDY5611935,ERS357732,11679_6#51,ERR435342
2796STDY5611936,ERS357733,11679_6#52,ERR435343
2796STDY5611955,ERS357752,11679_6#53,ERR435344
2796STDY5611961,ERS357758,11679_6#54,ERR435345
2796STDY5611964,ERS357761,11679_6#55,ERR435346
2796STDY5611975,ERS357769,11679_6#56,ERR435347
2796STDY5611982,ERS357776,11679_6#57,ERR435348
2796STDY5611989,ERS357782,11679_6#58,ERR435349
2796STDY5612002,ERS357795,11679_6#59,ERR435350
2796STDY5612017,ERS357810,11679_6#60,ERR435351
2796STDY5612042,ERS357833,11679_6#61,ERR435352
2796STDY5612052,ERS357842,11679_6#62,ERR435353
2796STDY5612054,ERS357844,11679_6#63,ERR435354
2796STDY5612075,ERS357859,11679_6#64,ERR435355
2796STDY5612080,ERS357864,11679_6#65,ERR435356
2796STDY5612081,ERS357865,11679_6#66,ERR435357
2796STDY5612084,ERS357868,11679_6#67,ERR435358
2796STDY5612089,ERS357873,11679_6#68,ERR435359
2796STDY5612114,ERS357898,11679_6#69,ERR435360
2796STDY5612135,ERS357919,11679_6#70,ERR435361
2796STDY5612169,ERS357952,11679_6#71,ERR435362
2796STDY5612171,ERS357954,11679_6#72,ERR435363
2796STDY5612199,ERS357982,11679_6#73,ERR435364
2796STDY5612239,ERS358022,11679_6#74,ERR435365
2796STDY5612263,ERS358045,11679_6#75,ERR435366
2796STDY5612268,ERS358050,11679_6#76,ERR435367
2796STDY5612274,ERS358056,11679_6#77,ERR435368
2796STDY5612277,ERS358059,11679_6#78,ERR435369
2796STDY5612311,ERS358093,11679_6#79,ERR435370
2796STDY5612317,ERS358099,11679_6#80,ERR435371
2796STDY5612330,ERS358112,11679_6#81,ERR435372
2796STDY5612348,ERS358130,11679_6#82,ERR435373
2796STDY5612364,ERS358145,11679_6#83,ERR435374
2796STDY5612371,ERS358152,11679_6#84,ERR435375
2796STDY5612376,ERS358157,11679_6#85,ERR435376
2796STDY5612380,ERS358161,11679_6#86,ERR435377
2796STDY5612389,ERS358170,11679_6#87,ERR435378
2796STDY5612399,ERS358180,11679_6#88,ERR435379
2796STDY5612407,ERS358188,11679_6#89,ERR435380
2796STDY5612419,ERS358200,11679_6#90,ERR435381
2796STDY5612421,ERS358202,11679_6#91,ERR435382
2796STDY5612434,ERS358215,11679_6#92,ERR435383
2796STDY5612450,ERS358230,11679_6#93,ERR435384
2796STDY5612460,ERS358240,11679_6#94,ERR435385
2796STDY5612477,ERS358257,11679_6#95,ERR435386
2796STDY5612490,ERS358268,11679_6#96,ERR435387
2796STDY5611104,ERS356932,11679_7#1,ERR435388
2796STDY5611133,ERS356960,11679_7#2,ERR435389
2796STDY5611152,ERS356979,11679_7#4,ERR435391
2796STDY5611158,ERS356985,11679_7#5,ERR435392
2796STDY5611162,ERS356989,11679_7#6,ERR435393
2796STDY5611183,ERS357010,11679_7#8,ERR435395
2796STDY5611186,ERS357013,11679_7#9,ERR435396
2796STDY5611299,ERS357115,11679_7#10,ERR435397
2796STDY5611315,ERS357131,11679_7#11,ERR435398
2796STDY5611318,ERS357134,11679_7#12,ERR435399
2796STDY5611329,ERS357145,11679_7#13,ERR435400
2796STDY5611348,ERS357164,11679_7#14,ERR435401
2796STDY5611354,ERS357170,11679_7#15,ERR435402
2796STDY5611357,ERS357173,11679_7#16,ERR435403
2796STDY5611364,ERS357180,11679_7#17,ERR435404
2796STDY5611374,ERS357190,11679_7#18,ERR435405
2796STDY5611380,ERS357196,11679_7#19,ERR435406
2796STDY5611397,ERS357208,11679_7#20,ERR435407
2796STDY5611496,ERS357305,11679_7#21,ERR435408
2796STDY5611506,ERS357315,11679_7#22,ERR435409
2796STDY5611519,ERS357328,11679_7#23,ERR435410
2796STDY5611520,ERS357329,11679_7#24,ERR435411
2796STDY5611542,ERS357351,11679_7#26,ERR435413
2796STDY5611569,ERS357378,11679_7#27,ERR435414
2796STDY5611716,ERS357517,11679_7#28,ERR435415
2796STDY5611794,ERS357594,11679_7#29,ERR435416
2796STDY5611802,ERS357602,11679_7#30,ERR435417
2796STDY5611803,ERS357603,11679_7#31,ERR435418
2796STDY5611804,ERS357604,11679_7#32,ERR435419
2796STDY5611817,ERS357617,11679_7#34,ERR435421
2796STDY5611837,ERS357637,11679_7#35,ERR435422
2796STDY5611841,ERS357641,11679_7#36,ERR435423
2796STDY5611871,ERS357668,11679_7#37,ERR435424
2796STDY5611899,ERS357696,11679_7#38,ERR435425
2796STDY5611912,ERS357709,11679_7#39,ERR435426
2796STDY5611920,ERS357717,11679_7#40,ERR435427
2796STDY5611933,ERS357730,11679_7#41,ERR435428
2796STDY5611946,ERS357743,11679_7#42,ERR435429
2796STDY5611949,ERS357746,11679_7#43,ERR435430
2796STDY5611950,ERS357747,11679_7#44,ERR435431
2796STDY5611962,ERS357759,11679_7#45,ERR435432
2796STDY5611996,ERS357789,11679_7#46,ERR435433
2796STDY5612010,ERS357803,11679_7#47,ERR435434
2796STDY5612011,ERS357804,11679_7#48,ERR435435
2796STDY5612013,ERS357806,11679_7#49,ERR435436
2796STDY5612022,ERS357815,11679_7#50,ERR435437
2796STDY5612027,ERS357819,11679_7#51,ERR435438
2796STDY5612034,ERS357826,11679_7#52,ERR435439
2796STDY5612053,ERS357843,11679_7#53,ERR435440
2796STDY5612068,ERS357852,11679_7#54,ERR435441
2796STDY5612078,ERS357862,11679_7#55,ERR435442
2796STDY5612085,ERS357869,11679_7#56,ERR435443
2796STDY5612088,ERS357872,11679_7#57,ERR435444
2796STDY5612100,ERS357884,11679_7#58,ERR435445
2796STDY5612107,ERS357891,11679_7#59,ERR435446
2796STDY5612122,ERS357906,11679_7#60,ERR435447
2796STDY5612131,ERS357915,11679_7#61,ERR435448
2796STDY5612138,ERS357922,11679_7#62,ERR435449
2796STDY5612146,ERS357930,11679_7#63,ERR435450
2796STDY5612151,ERS357935,11679_7#64,ERR435451
2796STDY5612166,ERS357949,11679_7#65,ERR435452
2796STDY5612167,ERS357950,11679_7#66,ERR435453
2796STDY5612176,ERS357959,11679_7#67,ERR435454
2796STDY5612182,ERS357965,11679_7#68,ERR435455
2796STDY5612188,ERS357971,11679_7#69,ERR435456
2796STDY5612216,ERS357999,11679_7#70,ERR435457
2796STDY5612218,ERS358001,11679_7#71,ERR435458
2796STDY5612266,ERS358048,11679_7#72,ERR435459
2796STDY5612271,ERS358053,11679_7#73,ERR435460
2796STDY5612272,ERS358054,11679_7#74,ERR435461
2796STDY5612276,ERS358058,11679_7#75,ERR435462
2796STDY5612280,ERS358062,11679_7#76,ERR435463
2796STDY5612285,ERS358067,11679_7#77,ERR435464
2796STDY5612309,ERS358091,11679_7#78,ERR435465
2796STDY5612318,ERS358100,11679_7#79,ERR435466
2796STDY5612325,ERS358107,11679_7#80,ERR435467
2796STDY5612338,ERS358120,11679_7#81,ERR435468
2796STDY5612353,ERS358134,11679_7#82,ERR435469
2796STDY5612396,ERS358177,11679_7#83,ERR435470
2796STDY5612404,ERS358185,11679_7#84,ERR435471
2796STDY5612409,ERS358190,11679_7#85,ERR435472
2796STDY5612413,ERS358194,11679_7#86,ERR435473
2796STDY5612414,ERS358195,11679_7#87,ERR435474
2796STDY5612420,ERS358201,11679_7#88,ERR435475
2796STDY5612438,ERS358219,11679_7#89,ERR435476
2796STDY5612444,ERS358225,11679_7#90,ERR435477
2796STDY5612455,ERS358235,11679_7#91,ERR435478
2796STDY5612463,ERS358243,11679_7#92,ERR435479
2796STDY5612466,ERS358246,11679_7#93,ERR435480
2796STDY5612471,ERS358251,11679_7#94,ERR435481
2796STDY5612480,ERS358260,11679_7#95,ERR435482
2796STDY5612487,ERS358265,11679_7#96,ERR435483
2796STDY5611125,ERS356952,11679_8#1,ERR435484
2796STDY5611149,ERS356976,11679_8#2,ERR435485
2796STDY5611156,ERS356983,11679_8#3,ERR435486
2796STDY5611165,ERS356992,11679_8#4,ERR435487
2796STDY5611170,ERS356997,11679_8#5,ERR435488
2796STDY5611182,ERS357009,11679_8#6,ERR435489
2796STDY5611213,ERS357039,11679_8#7,ERR435490
2796STDY5611274,ERS357100,11679_8#8,ERR435491
2796STDY5611297,ERS357113,11679_8#9,ERR435492
2796STDY5611321,ERS357137,11679_8#10,ERR435493
2796STDY5611326,ERS357142,11679_8#11,ERR435494
2796STDY5611352,ERS357168,11679_8#12,ERR435495
2796STDY5611355,ERS357171,11679_8#13,ERR435496
2796STDY5611358,ERS357174,11679_8#14,ERR435497
2796STDY5611421,ERS357231,11679_8#15,ERR435498
2796STDY5611438,ERS357248,11679_8#16,ERR435499
2796STDY5611454,ERS357264,11679_8#17,ERR435500
2796STDY5611459,ERS357269,11679_8#18,ERR435501
2796STDY5611473,ERS357283,11679_8#19,ERR435502
2796STDY5611487,ERS357296,11679_8#20,ERR435503
2796STDY5611491,ERS357300,11679_8#21,ERR435504
2796STDY5611503,ERS357312,11679_8#22,ERR435505
2796STDY5611513,ERS357322,11679_8#23,ERR435506
2796STDY5611517,ERS357326,11679_8#24,ERR435507
2796STDY5611518,ERS357327,11679_8#25,ERR435508
2796STDY5611523,ERS357332,11679_8#26,ERR435509
2796STDY5611525,ERS357334,11679_8#27,ERR435510
2796STDY5611528,ERS357337,11679_8#28,ERR435511
2796STDY5611530,ERS357339,11679_8#29,ERR435512
2796STDY5611540,ERS357349,11679_8#30,ERR435513
2796STDY5611543,ERS357352,11679_8#31,ERR435514
2796STDY5611554,ERS357363,11679_8#32,ERR435515
2796STDY5611570,ERS357379,11679_8#33,ERR435516
2796STDY5611585,ERS357388,11679_8#34,ERR435517
2796STDY5611588,ERS357391,11679_8#35,ERR435518
2796STDY5611590,ERS357393,11679_8#36,ERR435519
2796STDY5611592,ERS357395,11679_8#37,ERR435520
2796STDY5611599,ERS357402,11679_8#38,ERR435521
2796STDY5611601,ERS357404,11679_8#39,ERR435522
2796STDY5611608,ERS357411,11679_8#40,ERR435523
2796STDY5611609,ERS357412,11679_8#41,ERR435524
2796STDY5611633,ERS357436,11679_8#42,ERR435525
2796STDY5611645,ERS357448,11679_8#43,ERR435526
2796STDY5611673,ERS357475,11679_8#44,ERR435527
2796STDY5611776,ERS357576,11679_8#45,ERR435528
2796STDY5611781,ERS357581,11679_8#46,ERR435529
2796STDY5611786,ERS357586,11679_8#47,ERR435530
2796STDY5611790,ERS357590,11679_8#48,ERR435531
2796STDY5611800,ERS357600,11679_8#49,ERR435532
2796STDY5611819,ERS357619,11679_8#50,ERR435533
2796STDY5611839,ERS357639,11679_8#52,ERR435534
2796STDY5611859,ERS357659,11679_8#53,ERR435535
2796STDY5611863,ERS357663,11679_8#54,ERR435536
2796STDY5611874,ERS357671,11679_8#55,ERR435537
2796STDY5611876,ERS357673,11679_8#56,ERR435538
2796STDY5611880,ERS357677,11679_8#57,ERR435539
2796STDY5611885,ERS357682,11679_8#58,ERR435540
2796STDY5611913,ERS357710,11679_8#59,ERR435541
2796STDY5611924,ERS357721,11679_8#60,ERR435542
2796STDY5611925,ERS357722,11679_8#61,ERR435543
2796STDY5611926,ERS357723,11679_8#62,ERR435544
2796STDY5611929,ERS357726,11679_8#63,ERR435545
2796STDY5611937,ERS357734,11679_8#64,ERR435546
2796STDY5611953,ERS357750,11679_8#65,ERR435547
2796STDY5611968,ERS357764,11679_8#66,ERR435548
2796STDY5611980,ERS357774,11679_8#67,ERR435549
2796STDY5612036,ERS357828,11679_8#68,ERR435550
2796STDY5612063,ERS357847,11679_8#69,ERR435551
2796STDY5612129,ERS357913,11679_8#70,ERR435552
2796STDY5612130,ERS357914,11679_8#71,ERR435553
2796STDY5612137,ERS357921,11679_8#72,ERR435554
2796STDY5612194,ERS357977,11679_8#73,ERR435555
2796STDY5612207,ERS357990,11679_8#74,ERR435556
2796STDY5612261,ERS358043,11679_8#75,ERR435557
2796STDY5612264,ERS358046,11679_8#76,ERR435558
2796STDY5612269,ERS358051,11679_8#77,ERR435559
2796STDY5612303,ERS358085,11679_8#78,ERR435560
2796STDY5612304,ERS358086,11679_8#79,ERR435561
2796STDY5612307,ERS358089,11679_8#80,ERR435562
2796STDY5612372,ERS358153,11679_8#81,ERR435563
2796STDY5612378,ERS358159,11679_8#82,ERR435564
2796STDY5612379,ERS358160,11679_8#83,ERR435565
2796STDY5612384,ERS358165,11679_8#84,ERR435566
2796STDY5612387,ERS358168,11679_8#85,ERR435567
2796STDY5612388,ERS358169,11679_8#86,ERR435568
2796STDY5612395,ERS358176,11679_8#87,ERR435569
2796STDY5612400,ERS358181,11679_8#88,ERR435570
2796STDY5612424,ERS358205,11679_8#89,ERR435571
2796STDY5612451,ERS358231,11679_8#90,ERR435572
2796STDY5612453,ERS358233,11679_8#91,ERR435573
2796STDY5612467,ERS358247,11679_8#92,ERR435574
2796STDY5612469,ERS358249,11679_8#93,ERR435575
2796STDY5612472,ERS358252,11679_8#94,ERR435576
2796STDY5612476,ERS358256,11679_8#95,ERR435577
2796STDY5612493,ERS358271,11679_8#96,ERR435578
2796STDY5611255,ERS357081,11791_3#1,ERR439533
2796STDY5611266,ERS357092,11791_3#2,ERR439534
2796STDY5611311,ERS357127,11791_3#3,ERR439535
2796STDY5611327,ERS357143,11791_3#4,ERR439536
2796STDY5611331,ERS357147,11791_3#5,ERR439537
2796STDY5611379,ERS357195,11791_3#6,ERR439538
2796STDY5611430,ERS357240,11791_3#7,ERR439539
2796STDY5611445,ERS357255,11791_3#8,ERR439540
2796STDY5611456,ERS357266,11791_3#9,ERR439541
2796STDY5611464,ERS357274,11791_3#10,ERR439542
2796STDY5611471,ERS357281,11791_3#11,ERR439543
2796STDY5611497,ERS357306,11791_3#12,ERR439544
2796STDY5611499,ERS357308,11791_3#13,ERR439545
2796STDY5611505,ERS357314,11791_3#14,ERR439546
2796STDY5611511,ERS357320,11791_3#15,ERR439547
2796STDY5611512,ERS357321,11791_3#16,ERR439548
2796STDY5611516,ERS357325,11791_3#17,ERR439549
2796STDY5611527,ERS357336,11791_3#18,ERR439550
2796STDY5611529,ERS357338,11791_3#19,ERR439551
2796STDY5611532,ERS357341,11791_3#20,ERR439552
2796STDY5611535,ERS357344,11791_3#21,ERR439553
2796STDY5611536,ERS357345,11791_3#22,ERR439554
2796STDY5611537,ERS357346,11791_3#23,ERR439555
2796STDY5611544,ERS357353,11791_3#24,ERR439556
2796STDY5611545,ERS357354,11791_3#25,ERR439557
2796STDY5611547,ERS357356,11791_3#26,ERR439558
2796STDY5611551,ERS357360,11791_3#27,ERR439559
2796STDY5611555,ERS357364,11791_3#28,ERR439560
2796STDY5611560,ERS357369,11791_3#29,ERR439561
2796STDY5611563,ERS357372,11791_3#30,ERR439562
2796STDY5611567,ERS357376,11791_3#31,ERR439563
2796STDY5611583,ERS357386,11791_3#32,ERR439564
2796STDY5611612,ERS357415,11791_3#33,ERR439565
2796STDY5611615,ERS357418,11791_3#34,ERR439566
2796STDY5611618,ERS357421,11791_3#35,ERR439567
2796STDY5611637,ERS357440,11791_3#36,ERR439568
2796STDY5611647,ERS357449,11791_3#37,ERR439569
2796STDY5611778,ERS357578,11791_3#38,ERR439570
2796STDY5611784,ERS357584,11791_3#39,ERR439571
2796STDY5611785,ERS357585,11791_3#40,ERR439572
2796STDY5611796,ERS357596,11791_3#41,ERR439573
2796STDY5611807,ERS357607,11791_3#42,ERR439574
2796STDY5611814,ERS357614,11791_3#43,ERR439575
2796STDY5611820,ERS357620,11791_3#44,ERR439576
2796STDY5611831,ERS357631,11791_3#45,ERR439577
2796STDY5611844,ERS357644,11791_3#46,ERR439578
2796STDY5611845,ERS357645,11791_3#47,ERR439579
2796STDY5611854,ERS357654,11791_3#48,ERR439580
2796STDY5611870,ERS357667,11791_3#49,ERR439581
2796STDY5611889,ERS357686,11791_3#50,ERR439582
2796STDY5611898,ERS357695,11791_3#51,ERR439583
2796STDY5611907,ERS357704,11791_3#52,ERR439584
2796STDY5611914,ERS357711,11791_3#53,ERR439585
2796STDY5611916,ERS357713,11791_3#54,ERR439586
2796STDY5611931,ERS357728,11791_3#55,ERR439587
2796STDY5611932,ERS357729,11791_3#56,ERR439588
2796STDY5611939,ERS357736,11791_3#57,ERR439589
2796STDY5611948,ERS357745,11791_3#58,ERR439590
2796STDY5611956,ERS357753,11791_3#59,ERR439591
2796STDY5611977,ERS357771,11791_3#60,ERR439592
2796STDY5611983,ERS357777,11791_3#61,ERR439593
2796STDY5612007,ERS357800,11791_3#62,ERR439594
2796STDY5612038,ERS357830,11791_3#63,ERR439595
2796STDY5612143,ERS357927,11791_3#64,ERR439596
2796STDY5612163,ERS357946,11791_3#65,ERR439597
2796STDY5612313,ERS358095,11791_3#66,ERR439598
2796STDY5612352,ERS358133,11791_3#67,ERR439599
2796STDY5612355,ERS358136,11791_3#68,ERR439600
2796STDY5612357,ERS358138,11791_3#69,ERR439601
2796STDY5612359,ERS358140,11791_3#70,ERR439602
2796STDY5612360,ERS358141,11791_3#71,ERR439603
2796STDY5612363,ERS358144,11791_3#72,ERR439604
2796STDY5612365,ERS358146,11791_3#73,ERR439605
2796STDY5612367,ERS358148,11791_3#74,ERR439606
2796STDY5612370,ERS358151,11791_3#75,ERR439607
2796STDY5612375,ERS358156,11791_3#76,ERR439608
2796STDY5612381,ERS358162,11791_3#77,ERR439609
2796STDY5612383,ERS358164,11791_3#78,ERR439610
2796STDY5612392,ERS358173,11791_3#79,ERR439611
2796STDY5612393,ERS358174,11791_3#80,ERR439612
2796STDY5612397,ERS358178,11791_3#81,ERR439613
2796STDY5612401,ERS358182,11791_3#82,ERR439614
2796STDY5612402,ERS358183,11791_3#83,ERR439615
2796STDY5612403,ERS358184,11791_3#84,ERR439616
2796STDY5612405,ERS358186,11791_3#85,ERR439617
2796STDY5612408,ERS358189,11791_3#86,ERR439618
2796STDY5612433,ERS358214,11791_3#87,ERR439619
2796STDY5612435,ERS358216,11791_3#88,ERR439620
2796STDY5612436,ERS358217,11791_3#89,ERR439621
2796STDY5612437,ERS358218,11791_3#90,ERR439622
2796STDY5612441,ERS358222,11791_3#91,ERR439623
2796STDY5612449,ERS358229,11791_3#92,ERR439624
2796STDY5612458,ERS358238,11791_3#93,ERR439625
2796STDY5612464,ERS358244,11791_3#94,ERR439626
2796STDY5612479,ERS358259,11791_3#95,ERR439627
2796STDY5612486,ERS358264,11791_3#96,ERR439628
2796STDY5610927,ERS356757,11791_6#1,ERR439629
2796STDY5610966,ERS356796,11791_6#2,ERR439630
2796STDY5610999,ERS356829,11791_6#3,ERR439631
2796STDY5611023,ERS356852,11791_6#4,ERR439632
2796STDY5611025,ERS356854,11791_6#5,ERR439633
2796STDY5611052,ERS356881,11791_6#6,ERR439634
2796STDY5611081,ERS356910,11791_6#7,ERR439635
2796STDY5611109,ERS356937,11791_6#9,ERR439636
2796STDY5611193,ERS357020,11791_6#10,ERR439637
2796STDY5611396,ERS357207,11791_6#11,ERR439638
2796STDY5611444,ERS357254,11791_6#12,ERR439639
2796STDY5611451,ERS357261,11791_6#13,ERR439640
2796STDY5611452,ERS357262,11791_6#14,ERR439641
2796STDY5611462,ERS357272,11791_6#15,ERR439642
2796STDY5611470,ERS357280,11791_6#16,ERR439643
2796STDY5611510,ERS357319,11791_6#17,ERR439644
2796STDY5611548,ERS357357,11791_6#18,ERR439645
2796STDY5611587,ERS357390,11791_6#19,ERR439646
2796STDY5611661,ERS357463,11791_6#20,ERR439647
2796STDY5611722,ERS357523,11791_6#21,ERR439648
2796STDY5611752,ERS357553,11791_6#22,ERR439649
2796STDY5611789,ERS357589,11791_6#23,ERR439650
2796STDY5612008,ERS357801,11791_6#24,ERR439651
2796STDY5612024,ERS357817,11791_6#25,ERR439652
2796STDY5612050,ERS357840,11791_6#26,ERR439653
2796STDY5612096,ERS357880,11791_6#27,ERR439654
2796STDY5612150,ERS357934,11791_6#28,ERR439655
2796STDY5612156,ERS357940,11791_6#29,ERR439656
2796STDY5612174,ERS357957,11791_6#30,ERR439657
2796STDY5612196,ERS357979,11791_6#32,ERR439658
2796STDY5612208,ERS357991,11791_6#33,ERR439659
2796STDY5612234,ERS358017,11791_6#34,ERR439660
2796STDY5612247,ERS358030,11791_6#35,ERR439661
2796STDY5612302,ERS358084,11791_6#36,ERR439662
2796STDY5612324,ERS358106,11791_6#37,ERR439663
2796STDY5612398,ERS358179,11791_6#38,ERR439664
2796STDY5612406,ERS358187,11791_6#39,ERR439665
2796STDY5610923,ERS356753,11791_7#1,ERR439666
2796STDY5610924,ERS356754,11791_7#2,ERR439667
2796STDY5610931,ERS356761,11791_7#3,ERR439668
2796STDY5610937,ERS356767,11791_7#4,ERR439669
2796STDY5610938,ERS356768,11791_7#5,ERR439670
2796STDY5610940,ERS356770,11791_7#6,ERR439671
2796STDY5610960,ERS356790,11791_7#7,ERR439672
2796STDY5610968,ERS356798,11791_7#9,ERR439673
2796STDY5610969,ERS356799,11791_7#10,ERR439674
2796STDY5610972,ERS356802,11791_7#11,ERR439675
2796STDY5610973,ERS356803,11791_7#12,ERR439676
2796STDY5610987,ERS356817,11791_7#13,ERR439677
2796STDY5610988,ERS356818,11791_7#14,ERR439678
2796STDY5610991,ERS356821,11791_7#15,ERR439679
2796STDY5611027,ERS356856,11791_7#16,ERR439680
2796STDY5611039,ERS356868,11791_7#17,ERR439681
2796STDY5611041,ERS356870,11791_7#18,ERR439682
2796STDY5611053,ERS356882,11791_7#19,ERR439683
2796STDY5611070,ERS356899,11791_7#20,ERR439684
2796STDY5611083,ERS356912,11791_7#21,ERR439685
2796STDY5611089,ERS356918,11791_7#22,ERR439686
2796STDY5611215,ERS357041,11791_7#23,ERR439687
2796STDY5611229,ERS357055,11791_7#24,ERR439688
2796STDY5611231,ERS357057,11791_7#25,ERR439689
2796STDY5611234,ERS357060,11791_7#26,ERR439690
2796STDY5611236,ERS357062,11791_7#27,ERR439691
2796STDY5611238,ERS357064,11791_7#28,ERR439692
2796STDY5611239,ERS357065,11791_7#29,ERR439693
2796STDY5611240,ERS357066,11791_7#30,ERR439694
2796STDY5611243,ERS357069,11791_7#32,ERR439695
2796STDY5611247,ERS357073,11791_7#33,ERR439696
2796STDY5611253,ERS357079,11791_7#34,ERR439697
2796STDY5611261,ERS357087,11791_7#35,ERR439698
2796STDY5611288,ERS357105,11791_7#36,ERR439699
2796STDY5611406,ERS357216,11791_7#37,ERR439700
2796STDY5611408,ERS357218,11791_7#38,ERR439701
2796STDY5611414,ERS357224,11791_7#39,ERR439702
2796STDY5611423,ERS357233,11791_7#40,ERR439703
2796STDY5611424,ERS357234,11791_7#41,ERR439704
2796STDY5611428,ERS357238,11791_7#42,ERR439705
2796STDY5611482,ERS357292,11791_7#44,ERR439706
2796STDY5611598,ERS357401,11791_7#45,ERR439707
2796STDY5611607,ERS357410,11791_7#46,ERR439708
2796STDY5611610,ERS357413,11791_7#47,ERR439709
2796STDY5611614,ERS357417,11791_7#48,ERR439710
2796STDY5611626,ERS357429,11791_7#49,ERR439711
2796STDY5611630,ERS357433,11791_7#50,ERR439712
2796STDY5611635,ERS357438,11791_7#51,ERR439713
2796STDY5611648,ERS357450,11791_7#52,ERR439714
2796STDY5611657,ERS357459,11791_7#53,ERR439715
2796STDY5611659,ERS357461,11791_7#54,ERR439716
2796STDY5611681,ERS357482,11791_7#55,ERR439717
2796STDY5611698,ERS357499,11791_7#56,ERR439718
2796STDY5611710,ERS357511,11791_7#57,ERR439719
2796STDY5611736,ERS357537,11791_7#58,ERR439720
2796STDY5611739,ERS357540,11791_7#59,ERR439721
2796STDY5611751,ERS357552,11791_7#60,ERR439722
2796STDY5611753,ERS357554,11791_7#61,ERR439723
2796STDY5611763,ERS357564,11791_7#62,ERR439724
2796STDY5612094,ERS357878,11791_7#63,ERR439725
2796STDY5612118,ERS357902,11791_7#64,ERR439726
2796STDY5612229,ERS358012,11791_7#65,ERR439727
2796STDY5612245,ERS358028,11791_7#66,ERR439728
