"Sample name","Sample accession","Lane name","Lane accession"
3380STDY6002081,ERS576281,15056_4#82,ERR830641
3380STDY6002084,ERS576284,15056_4#83,ERR830642
3380STDY6002085,ERS576285,15056_4#84,ERR830643
3380STDY6002089,ERS576289,15056_4#86,ERR830645
3380STDY6019294,ERS625283,15531_7#43,ERR871392
3380STDY6019295,ERS625284,15531_7#44,ERR871393
3380STDY6019296,ERS625285,15531_7#45,ERR871394
3380STDY6019297,ERS625286,15531_7#46,ERR871395
3380STDY6019298,ERS625287,15531_7#47,ERR871396
3380STDY6019299,ERS625288,15531_7#48,ERR871397
3380STDY6019300,ERS625289,15531_7#49,ERR871398
3380STDY6019301,ERS625290,15531_7#50,ERR871399
3380STDY6019302,ERS625291,15531_7#51,ERR871400
3380STDY6019303,ERS625292,15531_7#52,ERR871401
3380STDY6019304,ERS625293,15531_7#53,ERR871402
3380STDY6019305,ERS625294,15531_7#54,ERR871403
3380STDY6019306,ERS625295,15531_7#55,ERR871404
3380STDY6019307,ERS625296,15531_7#56,ERR871405
3380STDY6019308,ERS625297,15531_7#57,ERR871406
3380STDY6019310,ERS625299,15531_7#59,ERR871408
3380STDY6019311,ERS625300,15531_7#60,ERR871409
3380STDY6019312,ERS625301,15531_7#61,ERR871410
3380STDY6019314,ERS625303,15531_7#63,ERR871412
3380STDY6019315,ERS625304,15531_7#64,ERR871413
3380STDY6019294,ERS625283,15795_1#43,ERR905806
3380STDY6019295,ERS625284,15795_1#44,ERR905807
3380STDY6019296,ERS625285,15795_1#45,ERR905808
3380STDY6019297,ERS625286,15795_1#46,ERR905809
3380STDY6019298,ERS625287,15795_1#47,ERR905810
3380STDY6019299,ERS625288,15795_1#48,ERR905811
3380STDY6019300,ERS625289,15795_1#49,ERR905812
3380STDY6019301,ERS625290,15795_1#50,ERR905813
3380STDY6019302,ERS625291,15795_1#51,ERR905814
3380STDY6019303,ERS625292,15795_1#52,ERR905815
3380STDY6019304,ERS625293,15795_1#53,ERR905816
3380STDY6019305,ERS625294,15795_1#54,ERR905817
3380STDY6019306,ERS625295,15795_1#55,ERR905818
3380STDY6019307,ERS625296,15795_1#56,ERR905819
3380STDY6019308,ERS625297,15795_1#57,ERR905820
3380STDY6019310,ERS625299,15795_1#59,ERR905822
3380STDY6019311,ERS625300,15795_1#60,ERR905823
3380STDY6019312,ERS625301,15795_1#61,ERR905824
3380STDY6019314,ERS625303,15795_1#63,ERR905826
3380STDY6019315,ERS625304,15795_1#64,ERR905827
